title,image,description
"« J’ai trouvé ma voie dans la recherche, mais en dehors de l’université »",https://img.lemde.fr/2020/09/28/380/0/6069/4026/110/74/60/0/97b8c46_563488871-laurentqy-megda.jpg,
L’éléphant Happy va-t-il être reconnu comme une personne ?,https://img.lemde.fr/2020/11/19/0/64/4378/2919/110/74/60/0/1ca8aa7_523989664-ap-20051025597119.jpg,
Séries policières : « Morale et fiction sont deux notions distinctes »,https://img.lemde.fr/2020/11/01/0/0/3499/2333/110/74/60/0/571d104_pppnyc107-usa-election-trump-new-york-1101-11.JPG,
Diffusion des images des forces de l’ordre : l’article 24 de la loi « sécurité globale » adopté par l’Assemblée nationale,https://img.lemde.fr/2020/11/20/0/0/1620/1079/110/74/60/0/6c6c077_789335948-img-4311.JPG,
La plainte de la ville italienne Amatrice contre « Charlie Hebdo » jugée irrecevable,https://img.lemde.fr/2020/11/20/164/0/708/471/110/74/60/0/175a193_716343001-felixcharlie.PNG,
« Nous n’accréditerons pas nos journalistes pour couvrir les manifestations »,https://img.lemde.fr/2020/11/17/501/631/4376/2917/110/74/60/0/bcfc665_992730467-jmug201117022.jpg,
Matignon tente de calmer les tensions avec la presse sur la loi « sécurité globale »,https://img.lemde.fr/2020/11/18/1/0/7919/5279/110/74/60/0/9f8c71e_5735327-01-06.jpg,
"« La qualité de l’information ne s’accroîtra jamais si l’on restreint la liberté, sa condition première »",https://img.lemde.fr/2020/11/20/0/0/5568/3712/110/74/60/0/d03ef16_39609809-169535.jpg,
"Un nouveau vaccin contre le Covid-19 annoncé, celui d’AstraZeneca avec une efficacité de 70 % en moyenne",https://img.lemde.fr/2020/11/23/0/0/5625/3750/110/74/60/0/26d8c2f_110142323-000-8vd68p.jpg,
Les voitures hybrides rechargeables pourraient rejeter jusqu’à douze fois plus de CO2 que ce qu’annoncent les constructeurs,https://img.lemde.fr/2020/11/18/192/0/4000/2661/110/74/60/0/d5eb80b_5734989-01-06.jpg,
"En 2021, grande réforme à venir pour les IUT",https://img.lemde.fr/2020/11/12/292/0/4791/3194/110/74/60/0/f5aa534_723776615-pns-3271249-1.jpg,
"« Mourir sur un champ de bataille, oui, mais pas à l’école » : le parcours tragique de Jallal Hami, noyé lors d’un bizutage à Saint-Cyr",https://img.lemde.fr/2020/11/21/527/0/1762/1176/110/74/60/0/1dfc1d4_590609427-jallal-hami-def-1.jpg,
"« A cheval entre l’école d’ingénieurs et la fac de sciences » : le CMI, voie alternative, peine à s’imposer",https://img.lemde.fr/2020/11/21/53/0/1280/853/110/74/60/0/bae0e23_624108652-20-09-01-cmi-m2-salle-verte-1-1.jpg,
"Covid-19 : des élèves infirmiers appelés en renfort, parfois aux dépens de leur temps de formation",https://img.lemde.fr/2020/11/20/0/0/4948/3298/110/74/60/0/c127ffa_993716802-123058.jpg,
"A l’Edhec, finance verte et tourisme durable pour une nouvelle génération d’étudiants",https://img.lemde.fr/2020/11/12/1442/0/3461/2307/110/74/60/0/2b4b8a0_282208155-pns-6279844.jpg,
"« Difficile de se plaindre, la cause est trop belle ! » : dans l’économie sociale, quand la quête d’idéaux vire au burn out",https://img.lemde.fr/2020/11/12/658/0/4176/2784/110/74/60/0/8e09457_594955338-pns-6279075.jpg,
Covid-19 : « Un enfant d’ouvriers a aujourd’hui quatre fois plus de risques d’être obèse qu’un enfant de cadres »,https://img.lemde.fr/2020/11/19/0/1165/6750/4500/110/74/60/0/6e03bb0_322343676-vgrfet.jpg,
Décision de la justice européenne sur le CBD : les défenseurs de la molécule saluent « une portée phénoménale » et « un changement de paradigme »,https://img.lemde.fr/2020/01/04/972/0/2333/1555/110/74/60/0/cbb06c5_d6f768421e6e492084f30ffc98fa87dc-d6f768421e6e492084f30ffc98fa87dc-0.jpg,
« Les semaines qui suivent vont être cruciales » : tests Covid-19 chaque semaine pour les personnels des Ehpad,https://img.lemde.fr/2020/11/14/2/0/7797/5198/110/74/60/0/856e35f_945764298-045115.jpg,
« A quand le droit de naître et de grandir en France sans inégalités sociales de santé ? »,https://img.lemde.fr/2020/11/19/0/0/600/400/110/74/60/0/b40ff8b_936269387-pns-724031976.jpg,
"La presse doit pouvoir travailler « librement », rappelle la Commission européenne",https://img.lemde.fr/2020/11/22/1/0/5750/3833/110/74/60/0/1b2748c_471041727-lgeai-22nov2020-manif-trocadero44.jpg,
"Numérique : avec le Covid-19, « la présence physique s’est avérée soudainement porteuse d’une dimension politique »",https://img.lemde.fr/2020/11/18/0/0/1023/682/110/74/60/0/a55eefe_271015417-000-1rn1pe.jpg,
« Les avancées de l’intelligence artificielle pourraient rendre les “deepfakes” encore plus redoutables »,https://img.lemde.fr/2020/11/19/150/0/3600/2400/110/74/60/0/3d20cb8_447316590-gtrft.jpg,
Le quotidien « Paris-Normandie » visé par une cyberattaque,https://img.lemde.fr/2020/06/15/0/0/4896/3264/110/74/60/0/ab863c7_5823878-01-06.jpg,
"En rentrant dans de prestigieuses bibliothèques, le logiciel libre gagne ses lettres de noblesse",https://img.lemde.fr/2020/11/19/1927/1644/5368/3578/110/74/60/0/4b840b2_799185496-archiveprogram-github-bookshelf-jpg-glenn-wester.jpg,
Accord entre Google et des médias français pour rémunérer les extraits d’articles dans le moteur de recherche,https://img.lemde.fr/2020/11/18/0/0/5430/3620/110/74/60/0/e9b2b93_5737567-01-06.jpg,
"PS5, Xbox Series X : faut-il acheter ces consoles « next gen » ? Nos réponses à vos questions",https://img.lemde.fr/2020/11/06/0/107/3240/2160/110/74/60/0/11e42c2_447166713-pxl-20201106-141503847-mp.jpg,
"Mobilisation contre la proposition de loi « sécurité globale », procès Daval, délit d’écocide… Les 5 infos à retenir du week-end",https://img.lemde.fr/2020/11/22/0/0/3000/2000/110/74/60/0/e993402_602781286-fotojet-1.jpg,
Masters de Londres : la folle fin de saison de Daniil Medvedev,https://img.lemde.fr/2020/11/21/66/0/3500/2333/110/74/60/0/c419d2f_cpg280-tennis-atpfinals-1121-1a.JPG,
Ligue 1 : septième défaite consécutive pour Saint-Etienne,https://img.lemde.fr/2020/11/21/0/0/2294/1529/110/74/60/0/52d48a4_5751964-01-06.jpg,
Judo : Madeleine Malonga et Romane Dicko complètent la moisson française de titres européens,https://img.lemde.fr/2020/11/21/0/425/3889/2593/110/74/60/0/6497f1c_5750658-01-06.jpg,
Vendée Globe : « j’arrive encore à m’émerveiller »,https://img.lemde.fr/2020/11/21/67/0/1600/1066/110/74/60/0/2a26f28_183416845-dessin-alan-20-novembre.jpg,
"Prix d’Amérique : « L’ordinateur de bord, c’est la bouche du cheval »",https://img.lemde.fr/2020/11/21/198/0/3006/2004/110/74/60/0/6ea4eb1_442576077-000-par7762352.jpg,
Droits audiovisuels : « Mediapro n’est pas novice dans la captation du championnat de France de football »,https://img.lemde.fr/2020/11/20/0/0/6720/4480/110/74/60/0/3ff2a25_181533550-hygtfr.jpg,
"Judo : Axel Clerget, dans la peau d’un leader",https://img.lemde.fr/2018/09/24/0/0/2298/1532/110/74/60/0/a101cb0_5406298-01-06.jpg,
"Ligue 1 : Paris renversé par Monaco, Bordeaux domine Rennes",https://img.lemde.fr/2020/11/20/0/87/2161/1441/110/74/60/0/11f7576_5748214-01-06.jpg,
Trois médailles d’or pour les judokates françaises aux championnats d’Europe,https://img.lemde.fr/2020/11/20/61/0/3876/2584/110/74/60/0/ca72a37_5745926-01-06.jpg,
Le judo français ébranlé par les accusations de violences sexuelles,https://img.lemde.fr/2020/11/18/0/435/3564/2375/110/74/60/0/421bc63_780619650-000-par7073318.jpg,
Football : le président de la Confédération africaine Ahmad Ahmad suspendu cinq ans par la FIFA,https://img.lemde.fr/2020/11/23/0/0/3003/2002/110/74/60/0/5a476ce_5760074-01-06.jpg,
"Semaine de l’économie positive : « One earth… One health ? » (« Une planète, une santé ? »)",https://img.lemde.fr/2020/11/19/0/0/1051/700/110/74/60/0/2a5b3e3_253761357-capture-d-e-cran-2020-11-19-a-09-29-03.png,
« A quand le droit de naître et de grandir en France sans inégalités sociales de santé ? »,https://img.lemde.fr/2020/11/19/0/0/600/400/110/74/60/0/b40ff8b_936269387-pns-724031976.jpg,
« Admettre l’ampleur de l’épidémie de Covid-19 pour poser la question démocratique »,https://img.lemde.fr/2020/11/16/0/128/4243/2829/110/74/60/0/3ae9a94_5726561-01-06.jpg,
Risquons-nous des coupures d’électricité cet hiver ?,https://img.lemde.fr/2014/11/12/0/0/2045/1364/110/74/60/0/ill_4522157_d3dd_nuclear_power_plant_cattenom.jpg,
Spectaculaire récupération des fonctions cognitives après chirurgie éveillée pour une tumeur du cerveau,https://img.lemde.fr/2020/11/19/0/133/612/408/110/74/60/0/0ae27d6_928627010-2c3084bf-chirurgie-eveillee-cerveau-neurochirurgie-gliome-bas-grade-haut-grade-cas-clinique-fonctions-cognitives-musique-violon.jpg,
"De dérivées en joyeuses dérives : Pierre-Louis Lions, mathématicien anticonformiste, se raconte",https://img.lemde.fr/2020/11/16/266/0/1154/765/110/74/60/0/9b9983e_916681906-pierre-louis-lions-par-philippe-binant.jpg,
Le kiwi au centre d’une grossière fraude électorale en Nouvelle-Zélande,https://img.lemde.fr/2020/11/12/354/0/5857/3904/110/74/60/0/edc3f03_291902235-pns-900009.jpg,
"En une phrase, le boys band BTS provoque la colère des internautes chinois",https://img.lemde.fr/2020/09/30/0/0/3319/2212/110/74/60/0/79795ae_ba6f8ff7b7494f3aae1c2e180b55934f-ba6f8ff7b7494f3aae1c2e180b55934f-0.jpg,
"Football : pour le SC Fribourg, un nouveau stade à 76 millions d’euros… et l’interdiction d’y jouer à cause du bruit",https://img.lemde.fr/2020/09/19/0/0/3859/2573/110/74/60/0/90d8652_7975a1e9a2c041de80546270a5219a37-7975a1e9a2c041de80546270a5219a37-0.jpg,
"Avec son classement des « 500 meilleurs albums de tous les temps », le magazine « Rolling Stone » prend le virage de la diversité",https://img.lemde.fr/2020/09/25/0/0/934/623/110/74/60/0/dd962f5_416534721-capture-d-e-cran-2020-09-25-a-16-36-18.png,
"Vissarion, le « messie » autoproclamé de Sibérie, derrière les barreaux",https://img.lemde.fr/2020/09/22/0/84/3034/2023/110/74/60/0/bf55ada_5375905-01-06.jpg,
"En Asie et en Australie, le succès étonnant des vols direction nulle part",https://img.lemde.fr/2020/08/26/0/10/3979/2653/110/74/60/0/31ea842_f59d44a010ba475fbc18ce432c7a2ea7-f59d44a010ba475fbc18ce432c7a2ea7-0.jpg,
"A Hongkong, la recherche de la « vraie Mulan »",https://img.lemde.fr/2020/09/01/582/1438/3354/2236/110/74/60/0/7e82c48_5243568-01-06.jpg,
Ces images de l’explosion d’Hiroshima qui n’en étaient pas,https://img.lemde.fr/2020/08/06/731/0/1544/1020/110/74/60/0/7cef788_c95cb37d6b3343bfbc3f70bac46f8881-c95cb37d6b3343bfbc3f70bac46f8881-0.jpg,
"Pour avoir des cheveux « parfaits », Donald Trump est prêt à assouplir une loi sur la consommation d’eau",https://img.lemde.fr/2020/08/13/25/0/4000/2666/110/74/60/0/f07825a_397639728-000_1FY5O1.jpg,
"Pendant le confinement au Pérou, « toutes les trois heures, une femme disparaissait »",https://img.lemde.fr/2020/07/23/0/32/4762/3175/110/74/60/0/a0c9f23_71c736cf8e2140b689a6191923279d0e-2de4d71e08cb4ab29027a996c73aa0b3-0.jpg,
"La presse doit pouvoir travailler « librement », rappelle la Commission européenne",https://img.lemde.fr/2020/11/22/1/0/5750/3833/110/74/60/0/1b2748c_471041727-lgeai-22nov2020-manif-trocadero44.jpg,
"Assassinat de Samuel Paty : pour Edgar Morin, « le plus dangereux est que deux France se dissocient et s’opposent »",https://img.lemde.fr/2020/11/20/0/0/5304/3536/110/74/60/0/f17080f_170910918-000-1el1ax.jpg,
Les confidences de Lady Di épisode 2 : la BBC rouvre l’enquête sur « l’interview du siècle »,https://img.lemde.fr/2020/11/17/40/0/1500/1000/110/74/60/0/86ef804_69972-3197287.jpg,
Le site d’information BuzzFeed acquiert son concurrent HuffPost,https://img.lemde.fr/2020/11/19/0/0/5400/3600/110/74/60/0/d1b41a0_5fb92bf8834a41f5890e8c576d6873e1-8945aea650ed45fc8ce752f9234a031c-0.jpg,
"Manifestations contre la proposition de loi « sécurité globale » : ONG, syndicats et sociétés de journalistes dénoncent des « agressions honteuses contre la liberté d’informer »",https://img.lemde.fr/2020/11/18/454/723/4083/2722/110/74/60/0/e7bfe54_288003169-000-8vd484.jpg,
Le quotidien « Paris-Normandie » visé par une cyberattaque,https://img.lemde.fr/2020/06/15/0/0/4896/3264/110/74/60/0/ab863c7_5823878-01-06.jpg,
Accord entre Google et des médias français pour rémunérer les extraits d’articles dans le moteur de recherche,https://img.lemde.fr/2020/11/18/0/0/5430/3620/110/74/60/0/e9b2b93_5737567-01-06.jpg,
Les pistes de Médiamétrie pour faire évoluer la mesure des audiences de la radio,https://img.lemde.fr/2020/11/19/0/0/5184/3456/110/74/60/0/f9c849a_815658470-000-par7368773.jpg,
"« C’est vide, c’est triste, mais c’est toujours beau » : les illuminations de Noël lancées sur les Champs-Elysées",https://img.lemde.fr/2020/11/22/0/53/3052/2035/110/74/60/0/3b753ff_5757911-01-06.jpg,
"Le Capri-Sun, boisson addictive passée des cours de récré au gangsta rap",https://img.lemde.fr/2020/11/18/1198/0/5112/3403/110/74/60/0/16f3d15_871789354-akatre-lemonde-caprisun-paille-copie.jpg,
"« Pour nous, la messe c’est vital » : des catholiques ont manifesté pour le retour d’une cérémonie interdite pendant le confinement",https://img.lemde.fr/2020/11/22/631/749/6428/4285/110/74/60/0/3cca8ec_5756955-01-06.jpg,
Le G20 promet de « ne reculer devant aucun effort » pour garantir un accès « équitable » aux vaccins contre le Covid-19,https://img.lemde.fr/2020/11/22/118/0/3000/2000/110/74/60/0/c5a0141_1eefb3ddf7534500b66527ceaadcac6b-1eefb3ddf7534500b66527ceaadcac6b-0.jpg,
Comment une mutation du moustique « Aedes aegypti » a favorisé la transmission de Zika,https://img.lemde.fr/2020/11/18/0/0/2796/1864/110/74/60/0/8a647e0_974150511-les-2-aedes.jpg,
"Pas de crime d’écocide, mais un délit pour punir les atteintes à l’environnement",https://img.lemde.fr/2020/11/18/1/0/6887/4591/110/74/60/0/bb6ba33_5735412-01-06.jpg,
Accord entre la SNCF et la Mairie de Paris pour réduire le projet de rénovation de la Gare du Nord,https://img.lemde.fr/2020/01/15/2/0/3500/2333/110/74/60/0/0864768_GFM101_FRANCE-PROTESTS-PENSIONS_0115_11.JPG,
"Semaine de l’économie positive : « One earth… One health ? » (« Une planète, une santé ? »)",https://img.lemde.fr/2020/11/19/0/0/1051/700/110/74/60/0/2a5b3e3_253761357-capture-d-e-cran-2020-11-19-a-09-29-03.png,
Etudes de santé : quand la Paces renaît de ses cendres,https://img.lemde.fr/2020/11/20/0/6/6036/4024/110/74/60/0/6d8ac18_992251312-000-8vh6nj.jpg,
"Les universités d’Oxford et de Cambridge, championnes de la diversité",https://img.lemde.fr/2020/11/16/236/0/1200/799/110/74/60/0/764c16e_69838-3193322.jpg,
Le projet de loi controversé de programmation de la recherche définitivement adopté par le Parlement,https://img.lemde.fr/2020/11/17/0/0/3499/2333/110/74/60/0/6aba3b5_tor507-health-coronavirus-vaccines-moderna-1117-11.JPG,
"« J’ai trouvé ma voie dans la recherche, mais en dehors de l’université »",https://img.lemde.fr/2020/09/28/380/0/6069/4026/110/74/60/0/97b8c46_563488871-laurentqy-megda.jpg,
"Polytechnique, ENS, écoles de commerce : une très lente ouverture sociale",https://img.lemde.fr/2018/06/29/1/0/4496/2997/110/74/60/0/685bb16_10781-1wlasee.m3vx.JPG,
"Chez les boursiers des grandes écoles, le poids des rencontres décisives",https://img.lemde.fr/2020/11/10/0/0/3543/2362/110/74/60/0/8d2b29c_100086866-mg-1007.jpg,
"En école d’architecture, les dérives de la « culture charrette »",https://img.lemde.fr/2020/11/16/90/0/7542/5028/110/74/60/0/978c178_691891197-charrette-clr-01.jpg,
"Pour les étudiants étrangers, les dommages collatéraux de l’administration en ligne",https://img.lemde.fr/2020/11/18/506/0/4328/2885/110/74/60/0/1a9873f_697460093-pns-6279402-1.jpg,
"A Rennes, des parrains et marraines au chevet d’étudiants sans ressources",https://img.lemde.fr/2020/11/16/136/0/1600/1064/110/74/60/0/d08cc22_106597727-dominique-et-elan.jpg,
L’interdiction du CBD en France jugée illégale par la justice européenne,https://img.lemde.fr/2020/11/19/0/0/5092/3395/110/74/60/0/753d245_187343150-000-8vg8dq.jpg,
« Ségur de la santé » : bras de fer judiciaire entre le ministère et la CGT,https://img.lemde.fr/2020/11/19/0/5/5592/3728/110/74/60/0/4c9d6e3_432157968-000-8t86r3.jpg,
« L’être humain n’accepte plus d’être malade »,https://img.lemde.fr/2020/11/19/0/5/5470/3647/110/74/60/0/ad4e054_681867727-000-8t74wj.jpg,
« Le port du masque à l’école élémentaire entrave l’apprentissage des enfants »,https://img.lemde.fr/2020/11/05/273/567/1914/1276/110/74/60/0/149a30e_398039014-000-1rf1w4.jpg,
"L’Union européenne, parmi les plus gros acheteurs de doses de vaccin contre le Covid-19",https://img.lemde.fr/2020/11/18/52/421/2090/1393/110/74/60/0/30b28e7_843712295-capture-d-e-cran-2020-11-18-a-12-51-01.png,
Covid-19 : le syndicat des médecins réanimateurs alerte sur le déficit durable de lits de réanimation,https://img.lemde.fr/2020/11/13/0/0/2500/1666/110/74/60/0/ef1a7cc_375924338-201111jbalague-lemonde-covid-bichat-5y5a1721.jpg,
« Nous déplaisons à l’ordre établi » : ces sages-femmes qui pratiquent l’accouchement à domicile,https://img.lemde.fr/2020/11/17/0/0/3543/2360/110/74/60/0/a0e0f26_341647275-monde-aad-new-sang.jpg,
Les éboueurs de la Ville de Paris en grève « reconductible et indéterminée » pour l’amélioration de leurs conditions de travail,https://img.lemde.fr/2020/11/17/168/0/4032/2688/110/74/60/0/e56bd2c_86308896-img-5157.JPG,
Combattre le tabou de l’inceste,https://img.lemde.fr/2020/11/23/0/0/4896/3264/110/74/60/0/c1dc66c_490303188-000-1uo5eu.jpg,
"Covid-19 : « Entre le nord et le sud de la France, des disparités territoriales sur l’opposition à la vaccination »",https://img.lemde.fr/2020/11/23/0/17/5166/3444/110/74/60/0/8b3c54b_978262197-gytfrt.jpg,
"« La dénonciation de l’inceste jette l’opprobre sur la famille, considérée comme le pivot de l’ordre social »",https://img.lemde.fr/2020/11/23/0/0/5568/3712/110/74/60/0/81da6cc_468119023-000-q37we.jpg,
« Le Monde des lecteurs » - Pandémie : les vieux ont le droit de choisir,https://img.lemde.fr/2020/05/11/0/0/3499/2333/110/74/60/0/d44037d_HFSBTE06_HEALTH-CORONAVIRUS-FRANCE-ELDERLY_0511_11.JPG,
L’idée de vous faire vacciner contre le coronavirus vous inquiète ? Témoignez,https://img.lemde.fr/2020/11/23/0/44/2764/1843/110/74/60/0/712cf32_0df35c2d6a3f40fab947d45ebc77fe9b-0df35c2d6a3f40fab947d45ebc77fe9b-0.jpg,
Le prénom des gens : Unique,https://img.lemde.fr/2019/09/13/114/0/1800/1200/110/74/60/0/c5aca5b_nFS5dB2sCM_t2-ieav7d9-zs.jpg,
"« Frapper une femme, c’est plus qu’un crime, c’est une lâcheté » : le « Petit Journal » condamnait les violences conjugales en 1866",https://img.lemde.fr/2020/11/20/0/0/2438/1621/110/74/60/0/c6a213d_938045736-l-homme-qui-bat-sa-femme-timothee-trimm-p1.jpg,
"En Grèce, le rôle controversé de l’Eglise orthodoxe dans la propagation du Covid-19",https://img.lemde.fr/2020/11/16/0/0/5472/3648/110/74/60/0/388f306_ea50d77af340449bb6ae08d1937478ad-ea50d77af340449bb6ae08d1937478ad-0.jpg,
